[id] ID,[title] TITLE,[date] DATE,[sem] Description,[cat] Form-factor,[cat] Category of BCI,[cat] Type of Media,[cat] Keywords,[quant] Date,[quant] Prediction,[quant] BCI forecast,[quant] Reality factor,[quant] Neurafictionality,[quant] Neuroptimism,[quant] Utopianism,[quant] Invasiveness,[cat] Author/Directed by,[cat] Distributed by,[cat] Production Company
399,Nanotime,1961,A person whose organic brain has been effectively superseded by a firmware (integrated circuit or more advanced technology) device.,implant,manipulation,Novel,N/A,1961,2096,136,0.44852941,0.29047619,0.10113625,0,0.75,Bart Kosko,N/A,N/A
400,Millennium,1983,Added boost for maxxed out minds.,implant,knowledge upload,Novel,N/A,1983,2096,114,0.34210526,0.20744681,0.09456211,0.5,0.75,John Varley,N/A,N/A
401,Earth Made of Glass,1998,"A device that imparts memories into the regrown brain, just like uploading content into a computer's random access memory.",N/A,consciousness transfer,Novel,N/A,1998,2146,149,0.16107383,0.13872832,0.13519821,0.5,N/A,John Barnes,N/A,N/A
402,The Demolished Man,1996,A person to perceive the contents of another person's mind.,N/A,reading thoughts,Novel,N/A,1996,2071,76,0.34210526,0.14857143,0.06712519,0,N/A,Alfred Bester,N/A,N/A
403,Hella,2020,A neural implant that helps an autistic child to live a more complete life.,implant,"communication, stimulation",Novel,autism,2020,2071,52,0.03846154,0.01324503,0.05279035,1,0.75,David Gerrold,N/A,N/A
404,The Footprints of God,2003,"memory uploading using a super MRI to scan the brain, and uploading the resulting model into a computer. The uploaded person is fully connected to the Internet, and able to learn things in seconds. The person being uploaded is a billionaire with a god complex.",MRI,consciousness transfer,Novel,N/A,2003,2146,144,0.13194444,0.11309524,0.13453997,0,0.25,Greg Iles,N/A,N/A
405,Overdrawn at the Memory Bank,1984,"Once your brain was uploaded to a spinning cube you could take a vacation and experience life as an animal. Aaron Fingle's dopple was botched when the technicians lost his body and were forced to upload his consciousness to a mainframe as an interim solution. The film indicated he had a limited amount of time before his consciousness degraded to the point of non-functionality. It wasn't really made clear if this was a function of the transfer, the inability of his body to continue function without the mind or some other factor",tool,consciousness transfer,"Movie, Novel",N/A,1984,2146,163,0.23312883,0.20320856,0.13685403,0,N/A,"Douglas Williams, John Varley",New World Pictures,"RSL Productions, WNET"
406,Advantageous,2015,"Gwen, the protagonist, loses her job as a corporate spokesperson due to age and racial discrimination, just as the company that's firing her is perfecting Brain Uploading technology. In order to support her daughter, she asks to be put into a younger body and return to her job as the company's spokesperson. The technology is still in its infancy. When the newer, younger Gwen feels disconnected and distant from her daughter, she finds out that she wasn't ""uploaded"" so much as ""photocopied"". Fragments of Gwen's memories and experiences were put into a new host body and blended with the host's personality; in short the original Gwen is dead, and the new spokesperson is an entirely new being.",N/A,consciousness transfer,Movie,N/A,2015,2146,132,0.0530303,0.0448718,0.13278803,0,N/A,Jennifer Phang,Netflix,"D.K. Entertainment, Good Neighbors Media"
407,The 6th Day,2000,a way of making copies of a person mind that can be uploaded into clone bodies. Unfortunately as uploading is often done after death you get memories of dying.,N/A,consciousness transfer,Movie,N/A,2000,2146,147,0.14965986,0.12865497,0.13493954,0,N/A,Roger Spottiswoode,Sony Pictures Releasing,"Columbia Pictures, Phoenix Pictures"
408,Mindscan,2005,Rich people get a super MRI that creates a perfect duplicate of the brain at the time and it gets uploaded into an android body. The originals then retire to a lunar colony that's extra-legal and the androids will claim to be the humans and designed to look like them at their peak of life.,MRI,consciousness transfer,Novel,N/A,2005,2146,142,0.11971831,0.10240964,0.13426557,0,0.25,Robert J. Sawyer,N/A,N/A
409,Terminal Experiment,1995,"Dr. Peter Hobson invents a machine that detects a brain pattern that leaves the body after death, a pattern many believe is a soul. In order to test their theories on immortality and life after death, Hobson and his friend Sarkar Muhammed create three electronic simulations of Hobson's own personality. When people Hobson had a grudge against begin to die, he and Sarkar must try to find out which is responsible. But all three simulations – two modified, one a 'control' – escape Sarkar's computer, into the Internet and the World Wide Web.",N/A,consciousness transfer,Novel,N/A,1995,2146,152,0.17763158,0.15340909,0.13557521,0.5,N/A,Robert J. Sawyer,N/A,N/A
410,Circuit of Heaven,1998,"99% of humanity has uploaded their consciousness into ""The Bin"", a giant computer storage that lets them all live virtual lives. Those who chose to remain behind live in a Crapsack World where everything's been abandoned. They are allowed to temporarily visit their relatives within The Bin, doing a temporary brain uploading.",N/A,consciousness transfer,Novel,N/A,1998,2146,149,0.16107383,0.13872832,0.13519821,0.5,N/A,Dennis Danvers,N/A,N/A
411,Schild's Ladder,2002,a far-future civilization where people can copy or transfer their minds between organic and cybernetic chassis at their convenience; space travel is usually done by commissioning a new body on the destination planet and then beaming the mind over,N/A,consciousness transfer,Novel,N/A,2002,2146,145,0.13793103,0.1183432,0.13467473,0.5,N/A,Greg Egan,N/A,N/A
412,We All Died At Breakaway Station,1969,"Using technology to determine thoughts, and then translate it to speech that could be shared electronically.",implant,"reading thoughts, telepathy",Novel,N/A,1969,2096,128,0.4140625,0.26237624,0.09891134,0.5,0.75,Richard Meredith,N/A,N/A
413,Memory (Vorkosigan Saga),1996,"A memory chip, also called an eidetic chip was a (rather sizeable) bit of bio-electronics that was implanted in a person's brain to aid their memory. The only kind of memory chip specifically described in the Vorkosigan Saga was the Illyrican-made chip in Simon Illyan's head; it didn't catch on as a technology due to the 90% probability that the recipient of such a chip would develop schizophrenia as a result.
Illyan's chip was described as producing a second, parallel set of memories for its owner; though only for sight and sound – smell, taste, touch, and any emotional overtones were omitted from its records. By the time of the events of Memory, Illyan was the one person in the Nexus with the longest baseline for having the chip in place, namely 35 years. It is unknown if there were other successful installations of these chips or of similar technology.",implant,memory,Novel,N/A,1996,2121,126,0.20634921,0.14857143,0.11267572,0,0.75,Lois McMaster Bujold,N/A,N/A
414,Earth Made of Glass,1998,"A way of gathering and recording mental impressions. This can be seen as an alternative to the usual attempts to record minds by collecting electrical impulses. This device really appears to collect impressions, the whole mental image: not just the picture of the scene, but how the person felt.",N/A,"emotions, memory, reading thoughts, recording brain activity",Novel,N/A,1998,2061,64,0.375,0.13872832,0.0568671,1,N/A,John Barnes,N/A,N/A
415,The Worlds of If,1935,Re-creates a mental scene for the viewer.,glasses,reading thoughts,Novel,N/A,1935,2096,162,0.53703704,0.36864407,0.10732546,0.5,0.25,Stanley G. Weinbaum,N/A,N/A
416,The End of the Line,1951,Device implants a psychological block.,N/A,control of the user,Novel,N/A,1951,2031,81,0.87654321,0.32272727,0.05658645,0,N/A,James Schmitz,N/A,N/A
417,We Can Remember It For You Wholesale,1966,"A ""memory"" placed in a person's mind by artifice, rather than by real life experience.",N/A,memory,Novel,N/A,1966,2041,76,0.73684211,0.27317073,0.05699297,0,N/A,Philip K. Dick,N/A,N/A
418,The Houses of Iszm,1954,Attempting to construct the thoughts of a person by imitating their actions.,N/A,reading thoughts,Novel,N/A,1954,2051,98,0.69387755,0.31336406,0.06988761,0,N/A,Jack Vance,N/A,N/A
419,We Can Remember It For You Wholesale,1966,A device using living alien tissue to transmit your thoughts.,lifeform,reading thoughts,Novel,police,1966,2146,181,0.30939227,0.27317073,0.13865063,0,0.75,Philip K. Dick,N/A,N/A
420,Galactic Pot-Healer,1969,A device that gathers the thoughts of an individual.,tool,"reading thoughts, recording brain activity",Novel,police,1969,2031,63,0.84126984,0.26237624,0.04761062,0,N/A,Philip K. Dick,N/A,N/A
421,The Dosadi Experiment,1977,A small bead to be swallowed that allowed the thoughts of a person to be transmitted and recorded during a specified interval.,bead,"reading thoughts, recording brain activity",Novel,N/A,1977,2121,145,0.31034483,0.23195876,0.11704763,0,N/A,Frank Herbert,N/A,N/A
422,God Emperor of Dune,1981,A thought-based dictating machine.,N/A,reading thoughts,Novel,N/A,1981,2091,111,0.36936937,0.21578947,0.09102723,1,N/A,Frank Herbert,N/A,N/A
423,The Conquest of Gola,1931,Machinery to expedite the process of thought transfer.,helmet,reading thoughts,Novel,N/A,1931,2096,166,0.54819277,0.37916667,0.10815862,0.5,0.25,L.F. Stone,N/A,N/A
424,The Infinite Enemy,1938,A device that enables communication by thought alone.,helmet,telepathy,Novel,N/A,1938,2071,134,0.62686567,0.36051502,0.08957593,1,0.25,Jack Williamson,N/A,N/A
425,Revenge of the Robot,1936,Encasing a human brain in a robotic body.,N/A,consciousness transfer,Novel,N/A,1936,2146,211,0.40758294,0.36595745,0.14103334,0.5,0.75,Otis Adelbert Kline,N/A,N/A
426,Gamer,2009,a brain implant called a Nanex allows people to remotely access other people’s brains. It is based on self-replicating nanites that replace brain tissue and allow humans to control other humans' actions and see through their eyes. This technology powers two real-world “video games”.,implant,"XR, control of the user, linking, manipulation, stimulation",Movie,"XR, gaming, manipulation, simulations",2009,2121,113,0.11504425,0.08024691,0.10909353,0,0.75,Neveldine/Taylor,Lionsgate Premiere,"Lakeshore Entertainment, Lionsgate"
427,The Human Blend (The Tipping Point Trilogy),2010,A device that burns out neural connections.,helmet,stimulation,Novel,N/A,2010,2021,12,1,0.07453416,0.00977113,0,0.25,Alan Dean Foster,N/A,N/A
428,Amped,2012,implants to control epilepsy,implant,stimulation,Novel,medical,2012,2021,10,1,0.06289308,0.00791523,1,0.75,Douglas E. Richards,N/A,N/A
429,Killing Titan,2015,"An aid to learning, which you apply directly to your skull.",N/A,"knowledge upload, stimulation",Novel,N/A,2015,2041,27,0.25925926,0.0448718,0.02548149,0.5,N/A,Greg Bear,N/A,N/A
430,Person of Interest,2016,Implant to help run the virtual simulations and make the person more “cooperative”,implant,"knowledge upload, manipulation, stimulation",TV Series,"cooperation, simulations",2016,2041,26,0.23076923,0.03870968,0.02463095,0,0.75,Jonathan Nolan,Warner Bros. Television,"Bad Robot Productions, Kilter Films, Warner Bros. Television"
431,"Black Mirror, S4 EP6 ""Black Museum""",2017,"A two-part system, the Sympathetic Diagnoser is mainly a brain implant that receives sensory information from a transmitter. The information is confined to sensations — pain, specifically, but also pleasure and fear. The transmitter is a brain scanner that another person wears on their head. When another person is wearing it, the Diagnoser allows the person fitted with the receiver implant to feel the pain (or pleasure) of the person wearing the transmitter. In “Black Museum,” the system was used to help a doctor identify the ailments of his patients by allowing him to feel them himself.","helmet, implant","communication, emotions, stimulation",TV Series,"pain, pleasure",2017,2031,15,0.33333333,0.03246753,0.01341698,0.5,0.5,Colm McCarthy,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron"
432,"Black Mirror, S3 EP2  ""Playtest""",2017,"Mushroom is a neural implant that is part of an immersive gaming system. Mushroom works like augmented reality. It alters the user’s perception, adding things to their experience of the world. In the demonstration in the episode, the user first plays a game of Whack-a-Mole with cartoon moles only he can see, thanks to the mushroom implant. Later in the episode, though, the device simulates his entire reality, “Matrix”-style, causing him to think he is walking through a mansion and even stabbed.
The mushroom is not only able to create a simulated reality for its users, it also apparently scans their minds for information. The idea of the horror video game the mushroom is used for is that it plumbs the user’s mind to find out what they fear, and then uses those fears to make the game scarier. In the episode, the device is also easily interfered with by cellular phone signals.","helmet, implant","knowledge upload, reality, stimulation",TV Series,simulations,2017,2041,25,0.2,0.03246753,0.02376937,0.5,0.75,Dan Tractenberg,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron"
